Date,Open,High,Low,Close,Volume,MA9,MA21,uptrend,downtrend,upcross,downcross
2026-02-10 00:00:00+00:00,70137.390625,70464.265625,67913.09375,68793.9609375,40593063077,71006.77126736111,79710.82235863095,0,1,,
2026-02-11 00:00:00+00:00,68791.859375,69242.6796875,65757.3046875,66991.96875,49671946030,69707.12717013889,78644.87034970238,0,1,,
2026-02-12 00:00:00+00:00,66992.1953125,68339.4921875,65092.109375,66221.84375,44651071271,68661.38237847222,77538.17466517857,0,1,,
2026-02-13 00:00:00+00:00,66213.375,69382.8359375,65835.78125,68857.84375,40820775886,68198.95355902778,76555.03031994047,0,1,,
2026-02-14 00:00:00+00:00,68856.984375,70481.1640625,68706.6171875,69767.625,36012397645,68984.01215277778,75633.92987351191,0,1,,
2026-02-15 00:00:00+00:00,69764.953125,70939.2890625,68052.546875,68788.1875,40191152750,68787.65625,74787.07124255953,0,1,,
2026-02-16 00:00:00+00:00,68782.3984375,70067.234375,67301.5859375,68843.15625,33618145426,68738.89930555556,73862.11960565476,0,1,,
2026-02-17 00:00:00+00:00,68843.09375,69201.8671875,66615.28125,67494.21875,34866936040,68431.06510416667,72833.15048363095,0,1,,
2026-02-18 00:00:00+00:00,67488.0234375,68434.4296875,65845.8984375,66425.3203125,33094301643,68020.45833333333,71749.37667410714,0,1,,
2026-02-19 00:00:00+00:00,66425.625,67277.125,65637.4296875,66957.5234375,31492987019,67816.40972222222,70911.08798363095,0,1,,
2026-02-20 00:00:00+00:00,66958.578125,68269.03125,66452.484375,68005.421875,47507867304,67929.015625,70143.31491815476,0,1,,
2026-02-21 00:00:00+00:00,68000.25,68657.703125,67533.0703125,68003.765625,18357635642,68127.00694444444,69637.72674851191,0,1,,
2026-02-22 00:00:00+00:00,67998.828125,68235.2265625,67185.6015625,67659.390625,17893536012,67993.84548611111,69194.15271577382,0,1,,
2026-02-23 00:00:00+00:00,67668.4296875,67668.4296875,63924.4375,64616.73828125,50953457309,67421.52473958333,68524.05617559524,0,1,,
2026-02-24 00:00:00+00:00,64616.015625,64992.15625,62553.1875,64080.04296875,40849331086,66898.39756944444,67973.88932291667,0,1,,
2026-02-25 00:00:00+00:00,64077.76953125,69953.53125,63942.484375,67960.125,53629234355,66800.28298611111,67732.95703125,1,0,67960.125,
2026-02-26 00:00:00+00:00,67982.34375,68751.8359375,67824.671875,68098.921875,55406977024,66867.47222222222,67989.94866071429,1,0,,
